title,year,director,runtime,cast
Cloud 9,2014,Paul Hoen,90,"['Luke Benward', 'Dove Cameron', 'Mike C. Manning', 'Kiersey Clemons', 'Amy Farrington', 'Patrick Fabian', 'Carlon Jeffery', 'Andrew Lewis Caldwell', 'Dillon Lane', 'Colton Tran', 'Victoria Moroles', 'Tatum Chiniquy', 'Jeffrey Nordling', 'Michelle Zeller', 'Kenda Benward', 'Jason Tatom', 'Paul Kiernan', 'Kelsie Mathews', 'James Gaisford']"
Midsommar,2019,Ari Aster,147,"['Florence Pugh', 'Jack Reynor', 'William Jackson Harper', 'Will Poulter', 'Vilhelm Blomgren', 'Isabelle Grill', 'Gunnel Fred', 'Ellora Torchia', 'Archie Madekwe', 'Henrik Norlén', 'Agnes Westerlund Rase', 'Julia Ragnarsson', 'Mats Blomgren', 'Lars Väringer', 'Anna Åström', 'Hampus Hallberg', 'Liv Mjönes', 'Louise Peterhoff', 'Katarina Weidhagen', 'Björn Andrésen', 'Tomas Engström', 'Dag Andersson', 'Lennart R. Svensson', 'Anders Beckman', 'Rebecka Johnston', 'Tove Skeidsvoll', 'Anders Back', 'Anki Larsson', 'Levente Puczkó-Smith', 'Frans Cavallin Rosengarten', 'Vilmos Kolba', 'Mihály Kaszás', 'Gabi Fón', 'Zsolt Bojári', 'Klaudia Csányi', 'Anna Berentzen', 'Austin R. Grant', 'Maximilian Slash Marton']"
Up Up and Away,2000,Robert Townsend,77,"['Michael J. Pagan', 'Robert Townsend', 'Alex Datcher', 'Sherman Hemsley', 'Kevin Connolly', 'Olivia Burnette', 'Kasan Butcher', 'Arreale Davis', 'Chris Marquette', 'Kit Mallet']"
Three Identical Strangers,2018,Tim Wardle,97,"['David Kellman', 'Robert Shafran', 'Edward Galland', 'Lawrence Wright']"
Honey Boy,2019,Alma Har'el,94,"['Shia LaBeouf', 'Lucas Hedges', 'Noah Jupe', 'Byron Bowers', 'Laura San Giacomo', 'FKA Twigs', 'Natasha Lyonne', 'Maika Monroe', 'Clifton Collins Jr.', 'Martin Starr', 'Dorian Brown Pham', 'Craig Stark', 'Sandra Rosko', 'Greta Jung', 'Kara C. Roberts', 'Giovanni Lopes', 'Paulina Lule', 'Eli Santana', 'Ludwig Manukian', 'Chala Savino', 'Leana Chavez', 'Graham Clarke', 'Zack Whyel', 'Ben Maccabee', 'Kingston Vernes', 'Bryan Sapphire', 'Haylee Sanchez', 'Autumn Barlow', 'Al Burke']"
Minutemen,2008,Lev L. Spiro,91,"['Jason Dolley', 'Nicholas Braun', 'Steven R. McQueen', 'Kellie Cockrell', 'Molly Jepson', 'Chelsea Kane', 'Kara Crane', 'J.P. Manoux', 'Luke Benward', 'Dexter Darden']"
Swiss Army Man,2016,Daniel Kwan,97,"['Paul Dano', 'Daniel Radcliffe', 'Mary Elizabeth Winstead', 'Antonia Ribero', 'Timothy Eulich', 'Richard Gross', 'Marika Casteel', 'Andy Hull', 'Aaron Marshall', 'Shane Carruth', 'Jessica Harbeck']"
Western Stars,2019,Thom Zimny,83,"['Bruce Springsteen', 'Patti Scialfa']"
The Lego Movie 2: The Second Part,2019,Mike Mitchell,106,"['Chris Pratt', 'Elizabeth Banks', 'Will Arnett', 'Tiffany Haddish', 'Stephanie Beatriz', 'Alison Brie', 'Nick Offerman', 'Charlie Day', 'Maya Rudolph', 'Will Ferrell', 'Jadon Sand', 'Brooklynn Prince', 'Channing Tatum', 'Jonah Hill', 'Richard Ayoade', 'Ben Schwartz', 'Noel Fielding', 'Jason Momoa', 'Cobie Smulders', 'Ike Barinholtz', 'Ralph Fiennes', 'Will Forte', 'Jimmy O. Yang', 'Jorma Taccone', 'Bruce Willis', 'Gary Payton', 'Sheryl Swoopes', 'Todd Hansen', 'Doug Nicholas', 'Liam Knight', 'Emmett Mitchell', 'Sawyer D. Jones', 'Graham Miller', 'Cora Miller', 'Ollie Mitchell', 'Mike Mitchell', 'Christopher Miller', 'Margot Rubin', 'Emily Nordwind', 'Chris McKay', 'Trisha Gum', 'Ryan Halprin', 'Lauren White']"
Patton Oswalt: I Love Everything,2020,Marcus Raboy,65,['Patton Oswalt']
Hannah Gadsby: Douglas,2020,Madeleine Parry,72,['Hannah Gadsby']
The Color of Friendship,2000,Kevin Hooks,87,"['Lindsey Haun', 'Shadia Simmons', 'Carl Lumbly', 'Penny Johnson Jerald', 'Melanie Nicholls-King', 'Anthony Burnett', 'Travis Kyle Davis', 'Ryan Cooley', 'Michelyn Emelle', 'Susan Danford', 'Stephen Jennings']"
Johnny Kapahala: Back on Board,2007,Eric Bross,90,"['Brandon Baker', 'Cary-Hiroyuki Tagawa', 'Jake T. Austin', 'Robyn Lively', 'Mary Page Keller', 'Yuji Okumoto', 'Rose McIver']"
Jump In!,2007,Paul Hoen,85,"['Corbin Bleu', 'Keke Palmer', 'David Reivers', 'Shanica Knowles', 'Laivan Greene', 'Kylee Russell', 'Patrick Johnson Jr.', 'Micah Stephen Williams']"
Manufacturing Consent: Noam Chomsky and the Media,1992,Peter Wintonick,167,"['Noam Chomsky', 'Mark Achbar', 'Edward S. Herman', 'William F. Buckley Jr.', 'Peter Jennings', 'Bill Moyers', 'Tom Wolfe']"
Alley Cats Strike,2000,Rod Daniel,87,"['Kyle Schmid', ""Robert Ri'chard"", 'Kaley Cuoco', 'Joey Wilcots', 'Matt McCoy', 'Hardee T. Lineham', 'Tim Reid', 'Daphne Maxwell Reid', 'Philip Williams', 'Laura Vandervoort', 'Joan Gregson', 'Janet Bailey', 'Mimi Paley']"
Apocalypse Now,1979,Francis Ford Coppola,147,"['Marlon Brando', 'Robert Duvall', 'Martin Sheen', 'Frederic Forrest', 'Laurence Fishburne', 'Albert Hall', 'Sam Bottoms', 'Dennis Hopper', 'G. D. Spradlin', 'Harrison Ford', 'Jerry Ziesmer', 'Scott Glenn', 'James Keane', 'Kerry Rossall', 'Tom Mason', 'Cynthia Wood', 'Colleen Camp', 'Linda Carpenter', 'Aurore Clément', 'Jack Thibeau', 'Glenn Walken', 'Damien Leake', 'Marc Coppola', 'Bill Graham', 'Jerry Ross', 'Charles Robinson', 'Nick Nicholson', 'Don Gordon Bell', 'Evan A. Lottman', 'R. Lee Ermey', 'Jim Gaines', 'Vittorio Storaro', 'Francis Ford Coppola', 'Henry Strzalkowski', 'Lonnie Woodley', 'Herb Rice', 'Joe Estevez', 'Bo Byers']"
The Proud Family Movie,2005,Bruce W. Smith,90,"['Kyla Pratt', 'Tommy Davidson', 'Paula Jai Parker', 'Jo Marie Payton', 'Orlando Brown', 'Soleil Moon Frye', 'Alisa Reyes', 'Karen Malina White', 'Omarion', 'Arsenio Hall', 'Tara Strong', 'Jeremy Suarez', 'Carlos Alazraqui', 'Alvaro Guttierez', 'Phil LaMarr']"
It Chapter Two,2019,Andy Muschietti,169,"['Bill Skarsgård', 'James McAvoy', 'Jessica Chastain', 'Bill Hader', 'Isaiah Mustafa', 'Jay Ryan', 'James Ransone', 'Andy Bean', 'Jaeden Martell', 'Jack Dylan Grazer', 'Finn Wolfhard', 'Sophia Lillis', 'Chosen Jacobs', 'Jeremy Ray Taylor', 'Wyatt Oleff', 'Teach Grant', 'Nicholas Hamilton', 'Javier Botet', 'Xavier Dolan', 'Taylor Frey', 'Molly Atkinson', 'Joan Gregson', 'Stephen Bogaert', 'Luke Roessler', 'Stephen King', 'Peter Bogdanovich', 'Will Beinbrink', 'Jess Weixler', 'Martha Girvin', 'Ryan Kiera Armstrong', 'Jackson Robert Scott', 'Jake Weary', 'Katie Lunman', 'Kelly Van der Burg', 'Jason Fuchs', 'Joe Bostick', 'Megan Charpentier', 'Juno Rinaldi', 'Neil Crone', 'Ry Prior', 'Owen Teague', 'Jake Sim', 'Logan Thompson', 'Connor Smith', 'Amanda Zhou', 'Rob Ramsay', 'John Connon', 'Doug MacLeod', 'Brandon Crane', 'Erik Junnola', 'Josh Madryga', 'Peter George Commanda', 'Kiley May', 'Lisa Cromarty', 'Kevin Allan Hess', 'Stephen R. Hart', 'Rocky L. Burnham Jr.', 'Billy Merasty', 'Sladen Peltier', 'Ari Cohen', 'Alex Bird', 'Brody Bover', 'Edie Inksetter', 'Martin Julien', 'Sonia Maria Chirila', 'Colin Mcleod', 'Declan Prior', 'Marko Vujicic', 'Eric Woolfe', 'Kate Corbett', 'Shawn Storer', 'Janet Porter', 'Scott Edgecombe', 'Anthony Ulc', 'J. Bogdan', 'Louise Stratten', 'Laura Thorne', 'Thomas Duhig', 'Carla Guerrier', 'Liam MacDonald', ""Chris D'Silva"", 'Tristan Levi Cox', 'Torian Matthew Cox', 'Lola Del Re Hudson', 'Thiago Dos Santos', 'Divan Meyer']"
Rip Girls,2000,Joyce Chopra,87,"['Camilla Belle', 'Dwier Brown', 'Stacie Hess', 'Brian Stark', 'Jeanne Mori', 'Lauren Sinclair', 'Keone Young', 'Kanoa Chung']"
Buffalo Dreams,2005,David Jackson,90,"['Reiley McClendon', 'George Newbern', 'Graham Greene', 'Adrienne Bailon-Houghton', 'Simon Baker', 'Geraldine Keams', 'Tessa Vonn', 'Jane Sibbett']"
Miracle in Lane 2,2000,Greg Beeman,89,"['Frankie Muniz', 'Rick Rossovich', 'Molly Hagan', 'Patrick Levis', 'Roger Aaron Brown', 'Tuc Watkins', 'Brittany Paige Bouck', 'Todd Hurst', 'Kara Keough', 'Joel McKinnon Miller', 'Holmes Osborne', 'Freda Foh Shen', 'Christian Copelin', 'Judith Drake', 'Rick Fitts', 'Jim Jansen', 'James Lashly', 'Tom Nolan', 'Milt Tarver', 'Tom Virtue']"
Tiger Cruise,2004,Duwayne Dunham,88,"['Hayden Panettiere', 'Bill Pullman', 'Troy Evans', 'Bianca Collins', 'Nathaniel Lee Jr.', 'Mercedes Colon', 'Jennette McCurdy', 'Paul Tully', 'Jansen Panettiere']"
Stepsister from Planet Weird,2000,Steve Boyum,85,"['Courtnee Draper', 'Tamara Hope', 'Lance Guest', 'Khrystyne Haje', 'Vanessa Lee Chester', 'Myles Jeffrey', 'Lauren Maltby', 'Neil Pigot', 'Cecelia Specht', 'Chris Foy', 'Brooke Harman', 'Tiriel Mora', 'Amy Lindsay', 'Chas Green', 'Aash Aaron', 'Thomas M. Wright', 'Shane Barnes', 'Amy Bridge', 'Wendy Broekhuizen', 'Gabriella Di Labio']"
Stuck in the Suburbs,2004,Savage Steve Holland,82,"['Danielle Panabaker', 'Brenda Song', 'Amanda Shaw', 'CiCi Hedgpeth', 'Jennie Garland', 'Ryan Belleville', 'Todd Stashwick', 'Taran Killam', 'Kirsten Nelson', 'Corri English', 'Patrick Stogner', 'Lara Grice', 'Ric Reitz', 'Chip Carey', 'Johnny Alonso', 'Mykel Shannon Jenkins', 'Mark Miller', 'Shannon Floyd', 'Brenda Lo', 'Maria Mason', 'Drew Seeley', 'Deneen Tyler', 'Ashley Nolan', 'Wendy Talley', 'Margaret Lawhon', 'Rusty Gregoire', 'George E. Keelen Jr.', 'Devyn A. Tyler', 'Mark Adam', 'James Bannon', 'Tana Lee Bristow', 'Jason Brown', 'Jude Cambise', 'Kristi Chalaire', 'Chelsea Jo Claxton', 'Aimée Spring Fortier', 'Ianello Garcino', 'Jonathan Hinds', 'Van Hornsby', 'Tara Kleinpeter', 'Matthew Nolan', 'Alec Rayme', 'Alec Rayme']"
The Last Black Man in San Francisco,2019,Joe Talbot,121,"['Jimmie Fails', 'Jonathan Majors', 'Tichina Arnold', 'Rob Morgan', 'Mike Epps', 'Finn Wittrock', 'Danny Glover', 'Isiain Lalime', 'Jamal Trulove', 'Jordan Gomes', 'Maximilienne Ewalt', 'Jello Biafra', 'San Quinn', 'Daewon Song', 'Willie Hen', 'Thora Birch', 'Tonya Glanz', 'Sergio Gonzalez', 'Wynner Gonzalez', 'Mari Kearney', 'Cassie Hendry', 'John Ozuna', 'Michael J. Gwynn', 'Michael Andrew Reed', 'Leah Shesky', 'Dakecia Chappell', ""Michael O'Brien"", 'Johnny Walkr Jr.', 'Andy Roy']"
Ready to Run,2000,Duwayne Dunham,88,"['Krystie Po', 'Jason Dohring', 'Lillian Hurst', 'David Mackie', 'Russell Raethel', 'Theresa Saldana', 'Sinbad', 'Paul Rodríguez', 'Rick Ducommun', 'Cristian Guerrero', 'Mark Clare', 'Stephen Tozer', 'Maggie Harper', 'Michael Saccente', 'John Sumner', 'Stig Eldred', 'Paul Gittins', 'Eamonn Faunch', 'John Dybvig', 'Chris Bailey', 'Geoff Snell', 'Bronia Glen', 'Sophia Glen', ""Avelino 'El Rico' Lescot""]"
The Pervert's Guide to Ideology,2012,Sophie Fiennes,131,['Slavoj Žižek']
8:46,2020,Julia Reichert,27,['Dave Chappelle']
Going to the Mat,2004,Stuart Gillard,96,"['Alessandra Torresani', 'Khleo Thomas', 'Wayne Brady', 'D.B. Sweeney', 'Billy Aaron Brown', 'Brenda Strong', 'Brian Wimmer', 'T.J. Lowther', 'Andrew Lawrence']"
Hairspray,1988,John Waters,92,"['Ricki Lake', 'Divine', 'Leslie Ann Powers', 'Debbie Harry', 'Sonny Bono', 'Ruth Brown', 'Jerry Stiller', 'Vitamin C', 'Michael St. Gerard', 'Clayton Prince', 'Mink Stole', 'Shawn Thompson', 'Ric Ocasek', 'Pia Zadora', 'Jo Ann Havrilla', 'Alan J. Wendl', 'Josh Charles', 'Jason Downs', 'Holter Graham', 'Dan Griffith', 'Regina Hammond', 'Bridget Kimsey', 'Frankie Maldon', 'Brooke Stacy Mills', 'John Orofino', 'Kim Webb', 'Debra Wirth', 'Dawn Hill', 'Cyrkle Milbourne', 'Doug Roberts', 'John Waters', 'Toussaint McCall', 'Lydia Troy', 'Verna Day', 'Kevin Joseph', 'Cory Tabachow', 'Marcy Brodsky', 'Donald Wheeler', 'Paul Zimmerman', 'Jennifer Johns', 'Brook Yeaton', 'Jeff Gardner', 'Jay Hillmer', 'Rhea Feikin', 'Coley Sohn', 'Susan Lowe', 'Rosemary Knower', 'Colleen Simon', 'Kathleen Wallace', 'Keith Pruitt', 'Al Granick', 'Robert Di Santo', 'Mollie Hall', 'Dorie Ellwood', 'Maggie Linton', 'Brenda Alford', 'Carolyn Walker', 'Mary Jefferson', 'Alfie Brown', 'Tipper Burton', 'Leo Rocca', 'Jim Parisi', 'Margo Tully', 'Matt Myers', 'Beverly Brigham', 'Wilbur Griffin', 'James Adam Tucker', 'David Samson', 'Robb Case', 'Joey Perillo', 'Mary Vivian Pearce', 'Mojo Gentry', 'Dale Guy Madison', 'Mark Murray-Mazwi', 'Christine Mason', 'Mmekutmfon Essien', 'Bill Lee Brown', 'Fredella Calloway', 'Joseph Eubanks', 'Angel Harper', 'Cornell Hills', 'Gorham Scott', 'Darrell Taylor', 'Peter Koper', 'Kevin Murray', 'George Stover', 'Buddy Deane', 'Michael Willis', 'Chuck Yeaton', 'Rick Anderson', 'Harold Anthony', 'Milton Clark Jr.', 'Harold A. Cornish', 'Bernice Moore', 'June Thorne', 'Scheryll Anderson', 'Cheryl Andrews', 'Sonja Bonair', 'Sylvia Byrd-Leitner', 'Charlie Hawke', 'Rudy Jones', 'William Rose', 'Miriam Kiss', 'Patrick Mitchell', 'Jim Lyons', 'Frederick Strother', 'Christopher Golley', 'Mary Lou Barber', 'Jacole Fletcher', 'Brad Baker', 'John Carhart III', 'Scott Coblio', 'Jean Crispens', 'Vincent De Paul', 'Lisa M. DeHaven', 'Christopher Eaves', 'Lewis Erskine', 'Stephanie Mazzeo', 'Jeff Vespa', 'Stephen Wozniak']"
Pride,2014,Matthew Warchus,122,"['Bill Nighy', 'Imelda Staunton', 'Dominic West', 'Paddy Considine', 'Andrew Scott', 'George MacKay', 'Joseph Gilgun', 'Ben Schnetzer', 'Chris Overton', 'Faye Marsay', 'Freddie Fox', 'Jessica Gunning', 'Joshua Hill', 'Lisa Palfrey', 'Liz White', 'Monica Dolan', 'Rhodri Meilir', 'Menna Trussler', 'Karina Fernandez', 'Jessie Cave', 'Russell Tovey', 'Nia Gwynne', 'Jack Baggs', 'Dyfan Dwyfor', 'Johnny Gibbon', 'Kyle Rees', 'Bryan Parry', 'Lee Shepherd', 'Jordan Metcalfe', 'Matthew Flynn', 'Joseph Wilkins', 'Laura Matthews', 'Roger Morlidge', 'Matthew Tennyson', 'Mary-Anne Dymond', 'Sophie Evans', 'Lucy Timmons', 'Dean Ashton', 'Adam Ewan', 'Jim McManus', 'Shane Salter', 'Josh Rochford', 'Will Haddington', 'Dion Lloyd-Jones', 'Christian Patterson', 'Deddie Davies', 'Bronwen Lewis', 'Ross Waiton', 'Olwen Medi', 'Jâms Thomas', 'Julie Barclay', 'Jaimi Barbakoff', 'Ed Coleman', 'Tomos Eames', 'Matthew Seadon-Young', 'Alexander Perkins', 'Feargal Quinn', 'Lauren Johns', 'Sean Hart', 'Nick Blair', 'Bill Nash', 'Richard Shanks', 'Huw Euron', 'Derek Barr', 'Henry Garrett', 'David Lyndon', 'Neal Barry', 'James McGregor', 'Clare Lawrence-Moody', 'Giles Cooper']"
The Other Me,2000,Manny Coto,90,"['Andrew Lawrence', 'Mark L. Taylor', 'Lori Hallier', 'Alison Pill', 'Brenden Jefferson', 'Joe Grifasi', 'Sarah Gadon', 'Tyler Hynes', 'Scott McCord', 'Robert Buck', 'Andrea Garnett', 'Joseph Motiki', 'Colm Magner', 'Paul A. MacFarlane', 'Ayumi Iizuka', 'Johnathan Fernandez', 'Joe Matheson', 'Colleen Reynolds', 'Tiffany Deriveau', 'Olivia Garratt']"
Full-Court Miracle,2003,Stuart Gillard,90,"['Richard T. Jones', 'Alex D. Linz', 'R. H. Thomson', 'Sean Marquette', 'Jase Blankfort', 'Erik Knudsen', 'Sheila McCarthy', 'David Sazant', 'Linda Kash', 'Jason Blicker', 'Cassie Steele', 'Stan Coles', 'Ron Gabriel', 'Sean Loucks']"
Hounded,2001,Neal Israel,91,"['Tahj Mowry', 'Craig Kirkwood', 'Shia LaBeouf', 'Ed Begley Jr.', 'Rachelle Carson', 'Sara Paxton', 'Melinda Haynes', 'Irene Santiago', 'Olesya Rulin', 'Danielle Wolverton', 'Trisha Gallegos', 'John Armstrong', 'Scott Stevenson', 'Tony Larimer', 'Shawn Nottingham', 'Don Cosney', 'Neal Israel']"
The Even Stevens Movie,2003,Sean McNamara,94,"['Shia LaBeouf', 'Christy Carlson Romano', 'Donna Pescow', 'Tom Virtue', 'Nick Spano', 'Steven Anthony Lawrence', 'Tim Meadows', 'A.J. Trauth', 'Margo Harshman', 'Fred Meyers', 'Dave Coulier', 'Keone Young', 'Lauren Frost', 'Kenya Williams', 'Jim Wise', 'Ty Hodges', 'Walker Howard', 'Josh Keaton', 'Kyle Gibson', 'George Anthony Bell', 'Toni Dugan', 'Matthew Yang King', ""Daniele O'Loughlin"", 'Jody Howard', 'James Magedman', 'George Anthony Bell', 'Michael D. Nye', 'Tom Fahn', 'Sally Berman', 'Gary LeRoi Gray', 'George A. Miki', 'Maggie-Jo Turner', 'Keaton Tyndall']"
Motocrossed,2001,Steve Boyum,91,"['Alana Austin', 'Riley Smith', 'Mary-Margaret Humes', ""Trever O'Brien"", 'Timothy Carhart', 'Scott Terra', 'Michael Cunio', 'Mark Curry', 'Katherine Ellis', 'A.J. Buckley', 'Jeremy McGrath', 'Travis Pastrana', 'Steve Lamson', 'Ryan Phan']"
Jett Jackson: The Movie,2001,Shawn Levy,100,"['Lee Thompson Young', 'Lindy Booth', 'Nigel Shawn Williams', 'Kerry Duff', 'Ryan Sommers Baum', 'Montrose Hagins', 'Michael Ironside', 'Dan Petronijevic']"
Greener Grass,2019,Dawn Luebbe,95,"['Jocelyn DeBoer', 'Dawn Luebbe', 'Beck Bennett', 'Neil Casey', 'Mary Holland', ""D'Arcy Carden"", 'Jim Cummings', 'Lauren Adams', 'Dot-Marie Jones', 'Julian Hilliard', 'Janicza Bravo', 'Mike Scollins', 'Sutton Johnston', 'Boden Johnston', 'Asher Miles Fallica', 'Santina Muha', 'Josh Ruben', 'John Milhiser', 'Will Hines', 'Ammie Masterson', 'Jaxon Rose Moore', 'Paul Briganti', 'Inessa Frantowski', 'Paul Ryden']"
The Jennie Project,2001,Gary Nadeau,76,"['Alex D. Linz', 'Sheila Kelley', 'Lance Guest', 'Abigail Mavity', 'Joel McKinnon Miller', 'Earl Boen', 'Kenneth Kimmins', 'Sheryl Lee Ralph', 'Janet Rotblatt']"
I Am Divine,2013,Jeffrey Schwarz,90,"['Divine', 'John Waters', 'Ricki Lake', 'Lisa Jane Persky', 'Bruce Vilanch', 'Mink Stole', 'John C. Epperson', 'David DeCoteau', 'Tab Hunter', 'Edith Massey', 'Helen Hanft', 'Holly Woodlawn', 'Mary Vivian Pearce', 'David Lochary', 'Susan Lowe', 'Dolores DeLuce', 'Joshua Grannell', 'Jackie Beat', 'David DeCoteau', 'Lady Bear', 'Tammie Brown', 'Allan Glaser', 'Lainie Kazan', 'Bill Bowers']"
Right on Track,2003,Duwayne Dunham,89,"['Beverley Mitchell', 'Brie Larson', 'Jon Lindstrom', 'Jodi Russell', 'Marcus Toji', ""Ruby Chase O'Neil"", 'Eric Jacobs', 'Briana Shipley', 'Janice Power', 'Stefania Barr', 'J. Scott Bronson', 'Lenny Betancourt', 'Joey Miyashima', 'Bradley Dutson', 'William Osborn', 'Alexandra Trenidad', 'Alan Peterson', 'Scott Christopher', 'Derek Boone', 'Katie Millar', 'Shannon Marlyse', 'Teresa Richardson', 'Michael Scott', 'Yolanda Stange', 'Paul Mulder', 'Lexy Carver', 'Frank Gerrish', 'Maria Carr', 'Cami Twede', 'Phil Riesen', 'Shawn Stevens', 'Mitch English', 'Terry Wood']"
The Poof Point,2001,Neal Israel,79,"['Tahj Mowry', 'Raquel Lee', 'Dawnn Lewis', 'Mark Curry', 'Olesya Rulin', 'Jan Broberg', 'Haley McCormick', 'Matt Grace', 'Tia Iwasaki', 'Ryan Seaman', 'Scott Stevensen', 'Camille Jensen', 'Chaz Moder', 'Daniel Rulin', 'Brian Carsten', 'Karl Wilson', 'Brittany Klintworth', 'Laura Summer']"
The Scream Team,2002,Stuart Gillard,88,"['Mark Rendall', 'Kat Dennings', 'Robert Bockstael', 'Eric Idle', 'Tommy Davidson', 'Kathy Najimy', 'Kim Coates', 'Gary Reineke', 'Nigel Bennett', 'Edie Inksetter', 'Zoie Palmer', 'Tedde Moore', 'Scott Wickware', 'Colleen Reynolds', 'Kay Hawtrey', 'Richard Tse', 'Joan Heney', 'Peter Elliot', 'Richard Ryder', 'Joseph Motiki', 'Paula Boudreau', 'Lila Yee', 'Andrew Scorer', 'Chris Currie', 'Arlene Duncan', 'Ann Marin', 'Devon Bostick', 'Jake Simons', 'Greg Barry', 'Allan Gillespie']"
Gotta Kick It Up!,2002,Ramón Menéndez,78,"['Camille Guaty', 'America Ferrera', 'Jhoanna Flores', 'Suilma Rodriguez', 'Sabrina Wiener', 'Susan Egan', 'Miguel Sandoval', 'Erik Alexander Gavica', 'Elizabeth Sung', 'Ahmad Stoner', 'Gwen Banta', 'Bryan Fabian']"
Into the Inferno,2016,Werner Herzog,107,"['Werner Herzog', 'Clive Oppenheimer', 'Mael Moses', 'Katia Krafft', 'Maurice Krafft', 'Sri Sumarti', 'Tim D. White', 'Kampiro Kayrento', 'Yonatan Sahle', 'Isaac Wan', 'Moli Isaac']"
You Wish!,2003,Paul Hoen,87,"['A.J. Trauth', 'Spencer Breslin', 'Lalaine', 'Tim Reid', 'Sally Stockwell', 'Peter Feeney', 'Ari Boyland', 'Emma Lahana', 'Joshua Leys', 'Jay Ryan', 'Jodie Rimmer', 'James Gaylyn', 'Junior Chile', 'John Sumner']"
Mulholland Drive,2001,David Lynch,147,"['Naomi Watts', 'Laura Harring', 'Justin Theroux', 'Ann Miller', 'Mark Pellegrino', 'Robert Forster', 'Brent Briscoe', 'Dan Hedaya', 'Angelo Badalamenti', 'Monty Montgomery', 'Lee Grant', 'James Karen', 'Chad Everett', 'Richard Green', 'Rebekah Del Rio', 'Melissa George', 'Jeanne Bates', 'Dan Birnbaum', 'Lori Heuring', 'Marcus Graham', 'Michael J. Anderson', 'Patrick Fischler', 'Michael Cooke', 'Bonnie Aarons', 'Geno Silva', 'Billy Ray Cyrus', 'Vincent Castellanos', 'Wayne Grace', 'Rita Taggart', 'Michele Hicks', 'Lisa Lackey', 'Tad Horino', 'Missy Crider', 'Kate Forster', 'Tony Longo', 'Michael Fairman', 'Scott Coffey', 'Rena Riffel', 'Katharine Towne', 'Michael Des Barres', 'Robert Katims', 'Randall Wulff', 'Maya Bond', 'Joseph Kearney', 'Enrique Buelna', 'Richard Mead', 'Daniel Rey', 'David Schroeder', 'Tom Morris', 'Mo Gallini', 'Diane Nelson', 'Charles Croughwell', 'Lisa K. Ferguson', 'William Ostrander', 'Brian Beacock', 'Blake Lindsley', 'Adrien Curry', 'Tyrah M. Lindsey', 'Michael D. Weatherred', 'Johanna Stein', 'Conte Candoli', 'Cori Glazer', 'Lyssie Powell', 'Kimberly Clever', 'Joshua Collazo', 'David Frutos', 'Peter Loggins', 'Theresa Salazar', 'Thea Samuels', 'Christian Thompson', 'Sean Everett']"
Cry-Baby,1990,John Waters,85,"['Johnny Depp', 'Amy Locane', 'Susan Tyrrell', 'Iggy Pop', 'Ricki Lake', 'Traci Lords', 'Stephen Mailer', 'Darren E. Burrows', 'Kim McGuire', 'Polly Bergen', 'Patricia Hearst', 'David Nelson', 'Troy Donahue', 'Mink Stole', 'Joe Dallesandro', 'Joey Heatherton', 'Willem Dafoe', 'Kim Webb', 'Alan J. Wendl', 'Jonathan Benya', 'Scout Raskin', 'Robert Tyree', 'Angie Levroney', 'Drew Ebersole', 'Kenny Curtis', 'Scott Neilson', 'Robert Walsh', 'Jenni Blong', 'Craig Wallace', 'Phillip Broussard', 'Regi Davis', 'Nick Fleming', 'Robbie Jones', 'Vivienne Shub', 'Robert Marbury', 'Skip Spencer', 'Holter Graham', 'Susan Lowe', 'Dan Griffith', 'Kirk McEwen', 'Eric Lucas', 'Frank Maldonado', 'Patrick Mitchell', 'Mary Vivian Pearce', 'Steve Aronson', 'Kelly Goldberg', 'Joey Perillo']"
Tru Confessions,2002,Paul Hoen,83,"['Clara Bryant', 'Shia LaBeouf', 'Mare Winningham', 'William Francis McGuire', 'Nicole Dicker', 'Kevin Duhaney', 'Yani Gellman', 'Jennifer Foster', 'Craig Eldridge', 'Rahnuma Panthaky', 'Arnold Pinnock', 'Frank Alonzi']"
Camp Rock,2008,Matthew Diamond,98,"['Demi Lovato', 'Joe Jonas', 'Meaghan Jette Martin', 'Maria Canals-Barrera', 'Daniel Fathers', 'Alyson Stoner', 'Julie Brown', 'Anna Maria Perez de Tagle', 'Jasmine Richards', 'Jordan Francis', 'Roshon Fegan', 'Nick Jonas', 'Kevin Jonas', 'Aaryn Doyle', 'Giovanni Spina', 'Edward Jaunz', 'Jennifer Ricci', 'Judy Kovacs', 'Sarah Francis', 'Anjelica Scannura', 'Nikki Shah', 'Kathryn Ballantine', 'Stefanie Campbell', 'Sherry Anne Campbell', 'Shennel Campbell', 'Bailey Stocker', 'Hayley Lochner', 'Jee-Yun Lee', 'Laura Thorne', 'Jake Brockman', 'Roshan Amendra', 'Dwayne Gulston', 'Tamina Pollack-Paris', 'Katie McCrory', ""Kimberly O'Neill"", 'Daniel Celebre', 'Irvin Washington', 'Chres M. Kim', 'Marc Cardarelli', 'Adam Sergison', 'Michael Cheng', 'Max Topplin']"
